playerId,name,season,team,position,games_played,icetime,shifts,gameScore,onIce_corsiPercentage,I_F_primaryAssists,I_F_secondaryAssists,I_F_shotsOnGoal,I_F_missedShots,I_F_shotAttempts,I_F_goals,I_F_rebounds,I_F_reboundGoals,I_F_hits,I_F_takeaways,I_F_giveaways,I_F_lowDangerShots,I_F_mediumDangerShots,I_F_highDangerShots,I_F_lowDangerGoals,I_F_mediumDangerGoals,I_F_highDangerGoals,shotsBlockedByPlayer,FiveOnFourPts,FourOnFivePts,YF_Goal,YF_Assist,YF_Shot,YF_Hit,YF_Block,YF_FiveOnFour,YF_FourOnFive,YF_Pts,FiveOnFourIcetime,FourOnFiveIcetime
8471817,Ryan Reaves,2022,MIN,R,73.0,40825.0,889.0,8.58,0.45,5.0,5.0,48.0,21.0,79.0,5.0,5.0,1.0,196.0,15.0,16.0,33.0,29.0,7.0,0.0,4.0,1.0,24.0,0.0,0.0,15.0,20.0,19,78,10,0,0,142.0,98.0,24.0
8480950,Ilya Lyubushkin,2022,BUF,D,68.0,61236.0,1469.0,11.77,0.42,6.0,6.0,41.0,11.0,78.0,2.0,0.0,0.0,99.0,27.0,20.0,50.0,2.0,0.0,1.0,1.0,0.0,104.0,0.0,1.0,6.0,24.0,16,40,42,0,0,128.0,84.0,8020.0
8475625,Matt Irwin,2022,WSH,D,61.0,47720.0,1060.0,8.62,0.45,1.0,2.0,79.0,23.0,140.0,2.0,4.0,0.0,117.0,9.0,18.0,97.0,5.0,0.0,2.0,0.0,0.0,75.0,0.0,0.0,6.0,6.0,32,47,30,0,0,121.0,10.0,3312.0
8480860,Kevin Bahl,2022,NJD,D,42.0,35331.0,814.0,13.37,0.53,2.0,4.0,27.0,20.0,79.0,2.0,5.0,0.0,64.0,8.0,12.0,46.0,1.0,0.0,1.0,1.0,0.0,38.0,0.0,0.0,6.0,12.0,11,26,15,0,0,70.0,105.0,2111.0
8477952,Robby Fabbri,2022,DET,C,28.0,26877.0,504.0,6.81,0.46,5.0,4.0,35.0,18.0,65.0,7.0,5.0,1.0,49.0,6.0,12.0,29.0,14.0,10.0,1.0,2.0,4.0,15.0,8.0,0.0,21.0,18.0,14,20,6,3,0,82.0,4393.0,36.0
8478047,Michael Bunting,2022,TOR,L,82.0,77721.0,1586.0,57.1,0.55,19.0,7.0,174.0,79.0,298.0,23.0,31.0,6.0,85.0,49.0,38.0,136.0,78.0,39.0,4.0,8.0,11.0,18.0,9.0,0.0,69.0,52.0,70,34,7,4,0,236.0,8874.0,5.0
8480113,Alex Iafallo,2022,LAK,L,59.0,57702.0,1294.0,41.18,0.51,13.0,9.0,133.0,37.0,218.0,14.0,12.0,3.0,27.0,28.0,9.0,110.0,45.0,15.0,3.0,7.0,4.0,33.0,8.0,0.0,42.0,44.0,53,11,13,3,0,166.0,5620.0,6375.0
8473604,Jonathan Toews,2022,CHI,C,53.0,56320.0,1151.0,20.4,0.49,12.0,4.0,87.0,26.0,138.0,15.0,7.0,2.0,9.0,37.0,42.0,70.0,23.0,20.0,2.0,4.0,9.0,23.0,11.0,0.0,45.0,32.0,35,4,9,4,0,129.0,8435.0,3370.0
8473446,Erik Johnson,2022,COL,D,63.0,65222.0,1504.0,14.75,0.44,5.0,3.0,98.0,28.0,182.0,0.0,9.0,0.0,121.0,16.0,17.0,120.0,6.0,0.0,0.0,0.0,0.0,102.0,0.0,1.0,0.0,16.0,39,48,41,0,0,144.0,67.0,7381.0
8478891,Mason Appleton,2022,WPG,C,41.0,39407.0,872.0,19.11,0.46,6.0,5.0,71.0,22.0,109.0,5.0,5.0,2.0,47.0,12.0,11.0,58.0,29.0,6.0,0.0,2.0,3.0,11.0,1.0,0.0,15.0,22.0,28,19,4,0,0,88.0,326.0,5151.0
8474641,Adam Henrique,2022,ANA,C,62.0,67630.0,1459.0,32.1,0.47,9.0,7.0,132.0,45.0,224.0,22.0,12.0,5.0,28.0,26.0,34.0,102.0,52.0,23.0,5.0,7.0,10.0,46.0,10.0,0.0,66.0,32.0,53,11,18,4,0,184.0,9158.0,8308.0
8480028,Morgan Frost,2022,PHI,C,81.0,79427.0,1745.0,39.63,0.51,14.0,13.0,155.0,51.0,277.0,19.0,18.0,2.0,85.0,37.0,26.0,131.0,60.0,15.0,10.0,4.0,5.0,53.0,5.0,0.0,57.0,54.0,62,34,21,2,0,230.0,9999.0,973.0
8477018,Ben Hutton,2022,VGK,D,31.0,29749.0,636.0,10.95,0.53,2.0,3.0,52.0,14.0,94.0,3.0,2.0,1.0,18.0,14.0,7.0,56.0,8.0,2.0,1.0,1.0,1.0,34.0,1.0,0.0,9.0,10.0,21,7,14,0,0,61.0,1410.0,310.0
8478569,Noel Acciari,2022,TOR,C,77.0,66125.0,1403.0,20.28,0.4,5.0,4.0,102.0,42.0,168.0,14.0,12.0,4.0,244.0,33.0,13.0,69.0,54.0,21.0,1.0,4.0,9.0,81.0,0.0,2.0,42.0,18.0,41,98,32,0,1,232.0,636.0,7333.0
8475795,Dylan McIlrath,2022,WSH,D,6.0,4203.0,102.0,0.68,0.54,0.0,1.0,1.0,9.0,17.0,0.0,1.0,0.0,14.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,0,6,3,0,0,11.0,0.0,128.0
8478046,Danton Heinen,2022,PIT,L,65.0,41954.0,984.0,24.04,0.53,9.0,5.0,96.0,29.0,163.0,8.0,10.0,5.0,76.0,24.0,16.0,82.0,32.0,11.0,0.0,2.0,6.0,26.0,2.0,0.0,24.0,28.0,38,30,10,1,0,131.0,2912.0,123.0
8480874,Adam Ginning,2022,PHI,D,1.0,1000.0,21.0,0.4,0.63,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,1,1,0,0,2.0,0.0,16.0
8475149,Marcus Johansson,2022,MIN,L,80.0,79152.0,1542.0,47.81,0.56,17.0,10.0,137.0,39.0,233.0,19.0,14.0,2.0,26.0,31.0,31.0,120.0,44.0,12.0,6.0,8.0,5.0,23.0,14.0,1.0,57.0,54.0,55,10,9,6,0,191.0,12887.0,3424.0
8476878,Zemgus Girgensons,2022,BUF,L,80.0,62289.0,1477.0,25.81,0.45,4.0,4.0,114.0,53.0,202.0,10.0,12.0,1.0,96.0,22.0,8.0,104.0,51.0,12.0,2.0,4.0,4.0,49.0,1.0,0.0,30.0,16.0,46,38,20,0,0,150.0,270.0,6469.0
8482660,Kent Johnson,2022,CBJ,C,79.0,68808.0,1394.0,27.68,0.51,17.0,7.0,126.0,41.0,221.0,16.0,9.0,1.0,15.0,26.0,40.0,111.0,43.0,13.0,7.0,6.0,3.0,30.0,11.0,0.0,48.0,48.0,50,6,12,4,0,168.0,7669.0,18.0
8477494,Jonathan Drouin,2022,MTL,L,58.0,51880.0,1028.0,18.4,0.51,14.0,13.0,69.0,21.0,125.0,2.0,9.0,1.0,29.0,31.0,19.0,57.0,22.0,11.0,1.0,0.0,1.0,23.0,9.0,0.0,6.0,54.0,28,12,9,4,0,113.0,7029.0,33.0
8481690,Tyler Angle,2022,CBJ,C,2.0,1377.0,31.0,0.46,0.42,0.0,0.0,5.0,0.0,6.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2,1,0,0,0,6.0,0.0,42.0
8477330,Dominik Kubalik,2022,DET,L,81.0,72480.0,1504.0,38.34,0.53,17.0,8.0,174.0,70.0,315.0,20.0,17.0,1.0,89.0,12.0,19.0,157.0,57.0,30.0,7.0,5.0,8.0,26.0,15.0,0.0,60.0,50.0,70,36,10,6,0,232.0,11310.0,206.0
8479520,Brandon Duhaime,2022,MIN,R,51.0,32916.0,773.0,13.29,0.46,1.0,0.0,80.0,35.0,139.0,9.0,11.0,1.0,146.0,19.0,10.0,70.0,32.0,13.0,3.0,2.0,4.0,18.0,0.0,1.0,27.0,2.0,32,58,7,0,0,126.0,115.0,2407.0
8476439,Brett Ritchie,2022,ARI,R,50.0,30151.0,728.0,17.55,0.53,2.0,3.0,68.0,21.0,111.0,8.0,1.0,1.0,77.0,10.0,18.0,72.0,10.0,7.0,2.0,3.0,3.0,9.0,1.0,0.0,24.0,10.0,27,31,4,0,0,96.0,577.0,8.0
8480979,Nathan Smith,2022,ARI,C,4.0,1786.0,43.0,-0.57,0.41,0.0,0.0,2.0,1.0,6.0,0.0,0.0,0.0,6.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1,2,1,0,0,4.0,0.0,0.0
8474166,Alec Martinez,2022,VGK,D,77.0,88819.0,1819.0,17.05,0.42,4.0,7.0,76.0,41.0,197.0,3.0,5.0,1.0,48.0,29.0,30.0,102.0,10.0,5.0,1.0,1.0,1.0,244.0,0.0,0.0,9.0,22.0,30,19,98,0,0,178.0,698.0,6966.0
8481704,Juuso Parssinen,2022,NSH,C,45.0,38700.0,779.0,18.33,0.52,9.0,10.0,49.0,26.0,92.0,6.0,3.0,1.0,76.0,26.0,17.0,39.0,24.0,12.0,1.0,3.0,2.0,18.0,8.0,0.0,18.0,38.0,20,30,7,3,0,116.0,4997.0,57.0
8479968,Vinni Lettieri,2022,BOS,C,1.0,590.0,15.0,-0.18,0.43,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1.0,0.0,0.0
8471303,Alexander Edler,2022,LAK,D,64.0,56734.0,1109.0,15.95,0.47,5.0,4.0,56.0,34.0,154.0,2.0,6.0,0.0,106.0,6.0,27.0,88.0,2.0,0.0,1.0,1.0,0.0,104.0,0.0,0.0,6.0,18.0,22,42,42,0,0,130.0,103.0,5220.0
8476329,Travis Boyd,2022,ARI,C,82.0,81329.0,1858.0,15.38,0.45,9.0,10.0,94.0,40.0,168.0,15.0,13.0,3.0,39.0,35.0,34.0,65.0,53.0,16.0,5.0,5.0,5.0,59.0,10.0,0.0,45.0,38.0,38,16,24,4,0,165.0,11318.0,4974.0
8473449,Kyle Okposo,2022,BUF,R,75.0,66004.0,1437.0,34.43,0.5,8.0,9.0,150.0,40.0,241.0,11.0,23.0,0.0,78.0,28.0,22.0,127.0,46.0,17.0,2.0,4.0,5.0,25.0,3.0,1.0,33.0,34.0,60,31,10,1,0,169.0,3504.0,4935.0
8475906,John Klingberg,2022,MIN,D,67.0,82910.0,1514.0,15.6,0.5,15.0,8.0,112.0,59.0,272.0,10.0,7.0,0.0,55.0,22.0,46.0,153.0,13.0,5.0,9.0,0.0,1.0,84.0,10.0,0.0,30.0,46.0,45,22,34,4,0,181.0,9429.0,112.0
8482147,Jean-Luc Foudy,2022,COL,C,9.0,5416.0,127.0,0.27,0.48,0.0,0.0,12.0,2.0,15.0,0.0,0.0,0.0,2.0,3.0,5.0,8.0,5.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5,1,1,0,0,7.0,410.0,0.0
8478397,Rasmus Andersson,2022,CGY,D,79.0,114172.0,2605.0,61.88,0.55,23.0,15.0,159.0,64.0,304.0,11.0,21.0,1.0,50.0,29.0,51.0,200.0,20.0,3.0,6.0,2.0,3.0,136.0,20.0,2.0,33.0,76.0,64,20,54,8,1,256.0,13452.0,10374.0
8477499,Rasmus Ristolainen,2022,PHI,D,74.0,84467.0,1917.0,14.5,0.42,7.0,10.0,86.0,35.0,173.0,3.0,5.0,0.0,162.0,24.0,43.0,112.0,4.0,5.0,1.0,1.0,1.0,142.0,5.0,3.0,9.0,34.0,34,65,57,2,1,202.0,3311.0,9195.0
8477220,Nate Schmidt,2022,WPG,D,71.0,78671.0,1700.0,30.57,0.53,5.0,7.0,101.0,56.0,245.0,7.0,16.0,0.0,45.0,21.0,50.0,146.0,9.0,2.0,4.0,3.0,0.0,85.0,4.0,0.0,21.0,24.0,40,18,34,2,0,139.0,6717.0,4421.0
8476867,Brendan Gaunce,2022,CBJ,C,5.0,3139.0,75.0,0.52,0.45,1.0,0.0,9.0,3.0,12.0,0.0,0.0,0.0,4.0,1.0,1.0,9.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,4,2,1,0,0,9.0,72.0,26.0
8474189,Lars Eller,2022,COL,C,84.0,74551.0,1633.0,31.05,0.47,8.0,5.0,140.0,51.0,268.0,10.0,17.0,2.0,93.0,40.0,36.0,134.0,44.0,13.0,2.0,4.0,4.0,42.0,0.0,1.0,30.0,26.0,56,37,17,0,0,166.0,818.0,7992.0
8482079,Marco Rossi,2022,MIN,C,19.0,14277.0,286.0,-0.85,0.47,1.0,0.0,13.0,8.0,28.0,0.0,1.0,0.0,6.0,5.0,2.0,14.0,6.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,2.0,5,2,4,0,0,13.0,1320.0,207.0
8478851,Alexandre Carrier,2022,NSH,D,43.0,46152.0,979.0,10.2,0.45,4.0,3.0,48.0,19.0,99.0,2.0,9.0,1.0,57.0,14.0,12.0,58.0,7.0,2.0,1.0,0.0,1.0,67.0,0.0,0.0,6.0,14.0,19,23,27,0,0,89.0,1382.0,5090.0
8481609,Vladislav Kolyachonok,2022,ARI,D,2.0,1651.0,33.0,-1.1,0.19,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1,1,1,0,0,3.0,0.0,198.0
8480336,Sean Walker,2022,LAK,D,70.0,62277.0,1235.0,23.05,0.49,5.0,5.0,94.0,34.0,185.0,3.0,9.0,0.0,77.0,13.0,32.0,114.0,11.0,3.0,3.0,0.0,0.0,104.0,1.0,0.0,9.0,20.0,38,31,42,0,0,140.0,881.0,4027.0
8480041,Dmitri Samorukov,2022,STL,D,2.0,1785.0,39.0,-0.63,0.4,0.0,0.0,1.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1.0,0.0,0.0
8475793,Ryan Johansen,2022,NSH,C,55.0,52017.0,1032.0,27.81,0.6,10.0,6.0,86.0,42.0,154.0,12.0,13.0,4.0,49.0,20.0,21.0,59.0,46.0,23.0,2.0,4.0,6.0,19.0,10.0,0.0,36.0,32.0,34,20,8,4,0,134.0,9725.0,142.0
8479375,William Bitten,2022,STL,C,4.0,1595.0,40.0,0.8,0.43,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,4,0,0,0,6.0,0.0,0.0
8480222,Sebastian Aho,2022,NYI,D,71.0,71442.0,1546.0,32.02,0.52,7.0,11.0,89.0,42.0,183.0,5.0,8.0,1.0,38.0,14.0,38.0,123.0,5.0,3.0,2.0,3.0,0.0,69.0,2.0,0.0,15.0,36.0,36,15,28,1,0,131.0,2594.0,2225.0
8480068,Ryan Poehling,2022,PIT,C,53.0,37431.0,978.0,16.61,0.42,5.0,2.0,64.0,30.0,110.0,7.0,6.0,0.0,57.0,29.0,4.0,58.0,27.0,9.0,2.0,3.0,2.0,41.0,0.0,3.0,21.0,14.0,26,23,16,0,1,101.0,210.0,7613.0
8478178,Darren Raddysh,2022,TBL,D,17.0,16811.0,347.0,6.02,0.53,1.0,1.0,25.0,6.0,47.0,1.0,4.0,0.0,25.0,3.0,9.0,30.0,1.0,0.0,1.0,0.0,0.0,16.0,0.0,0.0,3.0,4.0,10,10,6,0,0,33.0,149.0,424.0
8480034,Joel Teasdale,2022,MTL,L,2.0,1304.0,28.0,0.21,0.47,0.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0,1,0,0,0,3.0,74.0,0.0
8478463,Anthony Beauvillier,2022,VAN,L,82.0,80032.0,1718.0,38.48,0.53,14.0,8.0,176.0,57.0,285.0,18.0,13.0,3.0,78.0,32.0,34.0,148.0,70.0,15.0,5.0,8.0,5.0,30.0,4.0,0.0,54.0,44.0,70,31,12,2,0,213.0,9480.0,1304.0
8480901,Karson Kuhlman,2022,WPG,C,47.0,33399.0,786.0,8.7,0.46,1.0,3.0,48.0,29.0,114.0,3.0,5.0,0.0,41.0,15.0,12.0,51.0,15.0,11.0,1.0,0.0,2.0,18.0,0.0,0.0,9.0,8.0,19,16,7,0,0,59.0,187.0,2898.0
8480441,Trey Fix-Wolansky,2022,CBJ,R,9.0,6989.0,140.0,0.52,0.44,0.0,0.0,19.0,7.0,34.0,1.0,1.0,0.0,11.0,2.0,2.0,17.0,7.0,2.0,0.0,1.0,0.0,8.0,0.0,0.0,3.0,0.0,8,4,3,0,0,18.0,574.0,0.0
8475225,Craig Smith,2022,WSH,C,64.0,42239.0,999.0,20.05,0.5,1.0,6.0,104.0,28.0,178.0,9.0,11.0,3.0,48.0,22.0,21.0,91.0,27.0,14.0,3.0,2.0,4.0,21.0,1.0,0.0,27.0,14.0,42,19,8,0,0,110.0,1191.0,5.0
8481477,Nico Sturm,2022,SJS,C,74.0,65402.0,1599.0,22.22,0.43,7.0,5.0,120.0,45.0,194.0,14.0,9.0,3.0,100.0,40.0,19.0,114.0,39.0,12.0,4.0,6.0,4.0,45.0,0.0,1.0,42.0,24.0,48,40,18,0,0,172.0,3144.0,8387.0
8481581,Thomas Harley,2022,DAL,D,6.0,6045.0,119.0,4.0,0.57,1.0,1.0,8.0,1.0,12.0,0.0,0.0,0.0,1.0,0.0,3.0,7.0,1.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,4.0,3,0,3,0,0,10.0,50.0,32.0
8475287,Erik Haula,2022,NJD,L,80.0,79829.0,1789.0,53.44,0.52,15.0,12.0,164.0,72.0,295.0,14.0,15.0,2.0,92.0,49.0,30.0,148.0,62.0,26.0,3.0,6.0,5.0,54.0,7.0,3.0,42.0,54.0,66,37,22,3,1,225.0,5339.0,8836.0
8479336,Carl Grundstrom,2022,LAK,R,57.0,36772.0,847.0,22.69,0.5,5.0,2.0,90.0,42.0,169.0,12.0,9.0,0.0,144.0,14.0,15.0,89.0,34.0,9.0,7.0,4.0,1.0,17.0,1.0,0.0,36.0,14.0,36,58,7,0,0,151.0,385.0,1878.0
8481605,Jackson LaCombe,2022,ANA,D,2.0,2217.0,43.0,-0.17,0.43,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0,0,4,0,0,4.0,155.0,0.0
8471214,Alex Ovechkin,2022,WSH,L,73.0,88494.0,1591.0,72.49,0.59,18.0,15.0,294.0,118.0,578.0,42.0,28.0,2.0,188.0,31.0,52.0,281.0,87.0,44.0,12.0,9.0,21.0,23.0,22.0,0.0,126.0,66.0,118,75,9,9,0,403.0,19703.0,16.0
8477953,Kasperi Kapanen,2022,STL,R,66.0,54189.0,1217.0,27.71,0.49,14.0,5.0,116.0,28.0,175.0,15.0,11.0,1.0,99.0,17.0,20.0,106.0,25.0,13.0,4.0,5.0,6.0,20.0,6.0,1.0,45.0,38.0,46,40,8,2,0,179.0,5497.0,2834.0
8481600,Tobias Bjornfot,2022,LAK,D,10.0,8570.0,175.0,1.7,0.48,0.0,1.0,10.0,5.0,20.0,0.0,0.0,0.0,12.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,2.0,4,5,4,0,0,15.0,13.0,437.0
8470600,Ryan Suter,2022,DAL,D,82.0,100267.0,2019.0,35.1,0.52,9.0,13.0,92.0,59.0,236.0,3.0,5.0,0.0,81.0,23.0,45.0,144.0,4.0,3.0,2.0,0.0,1.0,115.0,4.0,1.0,9.0,44.0,37,32,46,2,0,170.0,7749.0,7099.0
8482762,Simon Edvinsson,2022,DET,D,9.0,9217.0,206.0,-0.73,0.44,0.0,0.0,5.0,3.0,13.0,2.0,0.0,0.0,11.0,4.0,4.0,7.0,0.0,1.0,2.0,0.0,0.0,8.0,0.0,0.0,6.0,0.0,2,4,3,0,0,15.0,28.0,186.0
8479984,Cal Foote,2022,NSH,D,50.0,45367.0,911.0,3.92,0.44,2.0,3.0,39.0,19.0,84.0,2.0,3.0,0.0,58.0,8.0,16.0,56.0,2.0,0.0,1.0,1.0,0.0,52.0,0.0,0.0,6.0,10.0,16,23,21,0,0,76.0,389.0,3116.0
8475462,Radko Gudas,2022,FLA,D,72.0,74999.0,1639.0,36.35,0.49,7.0,8.0,110.0,53.0,246.0,2.0,12.0,0.0,312.0,20.0,36.0,155.0,6.0,2.0,2.0,0.0,0.0,124.0,0.0,0.0,6.0,30.0,44,125,50,0,0,255.0,643.0,9942.0
8481554,Kaapo Kakko,2022,NYR,R,82.0,75310.0,1473.0,46.28,0.53,14.0,8.0,126.0,51.0,226.0,18.0,13.0,2.0,26.0,47.0,30.0,108.0,52.0,17.0,3.0,9.0,6.0,27.0,3.0,0.0,54.0,44.0,50,10,11,1,0,170.0,4313.0,2109.0
8476891,Matt Grzelcyk,2022,BOS,D,75.0,77550.0,1811.0,35.9,0.52,9.0,13.0,102.0,47.0,201.0,4.0,7.0,1.0,51.0,13.0,33.0,142.0,7.0,0.0,4.0,0.0,0.0,78.0,0.0,0.0,12.0,44.0,41,20,31,0,0,148.0,1887.0,850.0
8479368,Max Jones,2022,ANA,L,69.0,52634.0,1175.0,6.1,0.43,4.0,6.0,107.0,35.0,185.0,9.0,15.0,2.0,110.0,22.0,18.0,86.0,42.0,14.0,2.0,4.0,3.0,18.0,0.0,0.0,27.0,20.0,43,44,7,0,0,141.0,1311.0,423.0
8480242,Arnaud Durandeau,2022,NYI,L,4.0,3120.0,71.0,1.02,0.5,0.0,0.0,9.0,1.0,11.0,0.0,1.0,0.0,3.0,1.0,0.0,5.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4,1,1,0,0,6.0,236.0,0.0
8479526,Otto Koivula,2022,NYI,L,8.0,3293.0,84.0,1.38,0.46,0.0,2.0,5.0,1.0,8.0,0.0,0.0,0.0,6.0,2.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,2,2,2,0,0,10.0,405.0,0.0
8476921,Jordan Martinook,2022,CAR,L,82.0,76913.0,1742.0,58.03,0.55,15.0,6.0,162.0,86.0,306.0,13.0,29.0,3.0,81.0,45.0,20.0,163.0,65.0,20.0,3.0,5.0,5.0,31.0,0.0,0.0,39.0,42.0,65,32,12,0,0,190.0,484.0,9417.0
8480887,Jordan Harris,2022,MTL,D,65.0,72744.0,1378.0,14.75,0.45,5.0,8.0,70.0,25.0,158.0,4.0,5.0,1.0,53.0,18.0,29.0,80.0,14.0,1.0,2.0,2.0,0.0,98.0,1.0,0.0,12.0,26.0,28,21,39,0,0,126.0,247.0,4646.0
8474218,Jason Demers,2022,EDM,D,1.0,644.0,14.0,-0.28,0.33,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0,1,1,0,0,2.0,0.0,0.0
8480806,Isac Lundestrom,2022,ANA,C,61.0,52462.0,1201.0,1.45,0.36,6.0,4.0,60.0,21.0,104.0,4.0,9.0,1.0,20.0,23.0,13.0,47.0,28.0,6.0,2.0,2.0,0.0,43.0,0.0,0.0,12.0,20.0,24,8,17,0,0,81.0,761.0,6900.0
8475177,Calvin de Haan,2022,CAR,D,53.0,43035.0,955.0,26.13,0.59,4.0,6.0,51.0,51.0,153.0,2.0,6.0,2.0,84.0,15.0,17.0,95.0,5.0,2.0,2.0,0.0,0.0,49.0,0.0,0.0,6.0,20.0,20,34,20,0,0,100.0,53.0,1535.0
8475913,Mark Stone,2022,VGK,R,43.0,49992.0,953.0,41.8,0.56,13.0,8.0,113.0,39.0,190.0,17.0,10.0,4.0,31.0,47.0,22.0,69.0,56.0,27.0,5.0,6.0,6.0,23.0,9.0,2.0,51.0,42.0,45,12,9,4,1,164.0,6761.0,2944.0
8476988,Matt Benning,2022,SJS,D,77.0,91377.0,1928.0,13.7,0.4,13.0,10.0,58.0,29.0,156.0,1.0,5.0,0.0,102.0,18.0,43.0,81.0,4.0,2.0,1.0,0.0,0.0,125.0,1.0,1.0,3.0,46.0,23,41,50,0,0,163.0,3699.0,12692.0
8481461,Corey Schueneman,2022,MTL,D,7.0,6175.0,113.0,0.85,0.44,0.0,1.0,8.0,4.0,13.0,0.0,1.0,0.0,4.0,2.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,2.0,3,2,5,0,0,12.0,0.0,36.0
8482451,Mikael Pyyhtia,2022,CBJ,L,2.0,1623.0,33.0,-0.05,0.43,1.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1,0,1,0,0,4.0,187.0,0.0
8478402,Connor McDavid,2022,EDM,C,82.0,110137.0,1913.0,151.69,0.6,60.0,29.0,352.0,89.0,529.0,64.0,27.0,5.0,89.0,82.0,77.0,243.0,157.0,41.0,18.0,25.0,21.0,40.0,64.0,6.0,192.0,178.0,141,36,16,26,2,591.0,18285.0,6044.0
8482175,JJ Peterka,2022,BUF,R,77.0,63050.0,1318.0,28.23,0.52,13.0,7.0,125.0,55.0,238.0,12.0,10.0,2.0,18.0,22.0,19.0,117.0,49.0,14.0,5.0,4.0,3.0,10.0,5.0,0.0,36.0,40.0,50,7,4,2,0,139.0,6339.0,331.0
8478500,Ivan Provorov,2022,PHI,D,82.0,113272.0,2350.0,22.62,0.42,9.0,12.0,115.0,58.0,256.0,6.0,3.0,0.0,97.0,34.0,85.0,159.0,10.0,4.0,2.0,1.0,3.0,162.0,2.0,2.0,18.0,42.0,46,39,65,1,1,212.0,3698.0,12743.0
8481563,Drew Helleson,2022,ANA,D,3.0,2457.0,53.0,0.85,0.45,0.0,0.0,4.0,1.0,5.0,1.0,0.0,0.0,2.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,2,1,1,0,0,7.0,20.0,9.0
8478115,Pierre Engvall,2022,NYI,L,76.0,62184.0,1371.0,39.77,0.55,8.0,5.0,132.0,48.0,249.0,17.0,10.0,3.0,47.0,25.0,38.0,116.0,52.0,12.0,5.0,7.0,5.0,6.0,3.0,0.0,51.0,26.0,53,19,2,1,0,152.0,4351.0,1963.0
8477507,Nikita Zadorov,2022,CGY,D,82.0,91934.0,2274.0,52.7,0.56,4.0,3.0,130.0,44.0,268.0,14.0,12.0,0.0,174.0,31.0,57.0,162.0,8.0,4.0,10.0,3.0,1.0,75.0,1.0,0.0,42.0,14.0,52,70,30,0,0,208.0,983.0,10380.0
8478438,Tommy Novak,2022,NSH,C,51.0,44839.0,872.0,36.48,0.55,17.0,9.0,93.0,28.0,159.0,17.0,11.0,1.0,9.0,26.0,15.0,78.0,31.0,12.0,6.0,7.0,4.0,23.0,11.0,0.0,51.0,52.0,37,4,9,4,0,157.0,7606.0,35.0
8475167,Victor Hedman,2022,TBL,D,76.0,108159.0,2012.0,53.93,0.52,23.0,17.0,185.0,99.0,397.0,9.0,15.0,0.0,95.0,48.0,79.0,269.0,12.0,3.0,7.0,0.0,2.0,136.0,14.0,2.0,27.0,80.0,74,38,54,6,1,280.0,11443.0,7922.0
